,F1_S1,F1_S2,F2_S2,LPC_Coefficient2,LPC_Coefficient5,LPC_Coefficient8,LPC_Coefficient10,LPC_Coefficient11,LPC_Coefficient14
550,0.0039062,0.0078125,0.0,-0.11369000000000001,0.077981,0.061312,0.069344,0.11130999999999999,0.035958
551,0.021484,0.0,0.03125,-0.11909000000000002,0.039499,0.078774,0.030518,0.0011612999999999999,0.045827
552,0.015625,0.0,0.0078125,-0.10719000000000001,0.056666999999999995,0.089999,0.044804000000000004,-0.0023159,0.016812999999999998
553,0.0039062,0.0078125,0.011719,-0.022019999999999998,0.06514199999999999,0.084327,0.016257,-0.015819999999999997,0.0089738
554,0.0039062,0.0078125,0.0078125,-0.11996,0.042407,0.07625900000000001,0.029788,-0.0033616999999999996,0.03055
555,0.0078125,0.0039062,0.0078125,-0.13183,0.049609,0.06626699999999999,0.063734,0.043239,-0.0026616
556,0.0078125,0.0039062,0.0078125,0.41691999999999996,0.29578000000000004,0.12208,0.058164,0.045044,0.055041
557,0.0078125,0.0,0.0078125,-0.094674,0.023569,0.083776,0.038531,-0.00069336,0.022931
558,0.0078125,0.0,0.0078125,0.71739,0.091833,0.12667,0.09955,0.028794999999999998,-0.0091521
559,0.011719,0.011719,0.0078125,-0.054988,0.068617,0.039536,0.016028999999999998,0.054764,0.017344
560,0.0039062,0.0078125,0.0039062,0.06522,0.13495,0.007555199999999999,0.15975999999999999,0.075435,-0.097724
561,0.0039062,0.0078125,0.0078125,0.23963,0.12165999999999999,0.030255,0.063946,0.017592,0.04597
562,0.0039062,0.0078125,0.0078125,0.41468999999999995,0.11635999999999999,0.011341,0.073699,0.043927999999999995,0.0084394
563,0.0039062,0.0078125,0.0078125,0.53687,0.040188,0.031562,0.03092,0.062329999999999997,-0.0079482
564,0.0078125,0.0039062,0.015625,0.23169,-0.15727,0.13938,0.088515,0.098401,0.029797000000000004
565,0.015625,0.0078125,0.0078125,0.0017244,0.039273,0.018836000000000002,0.005677399999999999,-0.0039042,0.03021
566,0.0039062,0.0078125,0.015625,-0.040215,0.032717,0.072509,0.056048,0.040325,0.0056339
567,0.0039062,0.0078125,0.015625,0.912,0.12188,0.036274,0.082137,-0.07820099999999999,-0.10314000000000001
568,0.0078125,0.0078125,0.0078125,0.017547,0.05513,0.009046,0.16455,-0.058265,-0.0088295
569,0.0039062,0.0078125,0.0039062,-0.12190999999999999,0.0637,0.068365,0.034815,0.01077,0.0057145
570,0.0,0.0,0.0078125,-0.061068,0.018359,0.061997000000000003,0.020075,0.0035496000000000004,-4.6200000000000005e-05
571,0.0039062,0.0078125,0.0039062,0.013024,0.085908,0.0072789000000000005,0.037999,0.068601,-0.0031062
572,0.0078125,0.0039062,0.0078125,-0.038313,-0.015105,0.0056374,0.092251,0.046688,-0.037308999999999995
573,0.0078125,0.0039062,0.0078125,0.54803,0.13144,0.098476,0.11989000000000001,-0.012289,-0.046425
574,0.0,0.0039062,0.0,0.043235,0.11756,-0.013066,0.099492,0.017234,-0.01287
575,0.0078125,0.0,0.013672,-0.059605,0.11917,0.056139999999999995,0.026938,-0.010447,-0.029017
576,0.0039062,0.0019531,0.011719,0.15771,-0.045192,0.020737000000000002,-0.013465000000000001,0.081512,-0.008217700000000001
577,0.0,0.013672,0.0078125,0.096439,0.14128,0.075597,0.072284,0.029204,-0.004372699999999999
578,0.0,0.013672,0.0078125,0.7366199999999999,0.12583,-0.045724,0.049194,-0.0027358,-0.024624
579,0.011719,0.0078125,0.0078125,-0.093317,0.0086435,0.038577,0.060816999999999996,0.067041,0.012354
580,0.005859399999999999,0.0039062,0.013672,-0.1121,0.030631,0.011184999999999999,0.020484,0.027573,0.018537
581,0.005859399999999999,0.0039062,0.0039062,-0.025144,0.081203,0.0802,0.068321,0.012183,-0.020413999999999998
582,0.0039062,0.0078125,0.015625,0.17772000000000002,0.042122,0.050045,0.029541,0.056828,0.0534
583,0.0039062,0.0039062,0.03125,0.32337,-0.090378,0.027531,-0.05145,-0.013297999999999999,0.0040021
584,0.0039062,0.0039062,0.03125,0.40373000000000003,-0.10959,0.09676799999999999,0.10482999999999999,0.054019000000000005,-0.02394
585,0.0078125,0.019531,0.0078125,-0.0070865,-0.02978,0.11439,-0.020338,0.043468,0.054774
586,0.0078125,0.019531,0.0078125,0.47458,0.15794,-0.025404,-0.020218,0.10244,0.15797
587,0.0078125,0.019531,0.0078125,0.8313799999999999,0.053533000000000004,0.17681,0.012508,0.020034,0.019568000000000002
588,0.0,0.0039062,0.015625,-0.10355999999999999,0.035011,0.0051241,0.057195,0.07243,0.00055207
589,0.015625,0.0039062,0.019531,-0.16383,0.12219000000000001,-0.035617,-0.0095215,0.015847999999999998,0.0035938000000000003
590,0.015625,0.0039062,0.019531,0.69242,-0.024994,0.13875,0.11692999999999999,0.0065517,0.023072
591,0.0039062,0.0,0.013672,0.28328000000000003,0.066188,0.098743,-0.053767999999999996,0.011274,0.034492
592,0.0039062,0.0,0.013672,0.10047,-0.022297,0.014386000000000001,0.12072000000000001,-0.026643,-0.026001999999999997
593,0.0039062,0.0019531,0.011719,0.15311,0.0064613,0.013078,0.007269299999999999,0.010121,0.024711
594,0.0039062,0.0039062,0.011719,-0.047662,0.024059,0.10835999999999998,0.030557,0.070161,-0.032475
595,0.019531,0.0039062,0.019531,-0.11347,0.018652000000000002,0.042154000000000004,-0.0044155,0.03365,-0.012714
596,0.0039062,0.0,0.0039062,0.1014,0.12562,0.098344,0.039645,0.033461000000000005,0.0020375999999999997
597,0.0039062,0.0,0.015625,-0.010204000000000001,0.031993,0.04562,0.034026,-0.019759,0.035139
598,0.0039062,0.0078125,0.0078125,-0.19817,0.076461,0.020632,0.012596,0.0057382,0.0053606
599,0.0078125,0.0039062,0.0078125,-0.060859,0.06587,0.023658000000000002,0.0061797,0.0018692000000000001,0.031297000000000005
600,0.0078125,0.011719,0.015625,-0.14104,0.084728,0.18474000000000002,0.066064,0.13325,0.08820800000000001
601,0.0078125,0.0039062,0.0078125,0.26686,-0.030264999999999997,0.11980999999999999,0.13674,0.020516,0.053230999999999994
602,0.0078125,0.0039062,0.0078125,0.38466999999999996,0.14132,0.11292,0.14615,0.17163,0.058646000000000004
603,0.0039062,0.0039062,0.0078125,0.31324,0.082076,0.019941999999999998,0.13287000000000002,0.043917000000000005,0.022207
604,0.0078125,0.0078125,0.017578,-0.16934000000000002,0.024259,0.07233099999999999,0.02369,0.0013644,0.0063579
605,0.0078125,0.0039062,0.015625,0.041672,0.018501,-0.0039384,0.078204,0.066414,0.011961
606,0.0039062,0.0039062,0.011719,0.003786,0.012762,0.050779000000000005,0.07106599999999999,0.026356,0.02855
607,0.0078125,0.0039062,0.015625,-0.12983,0.026412,0.05975,0.058965,0.025664,-0.027831
608,0.0039062,0.0039062,0.011719,0.34705,-0.057012,0.14649,0.2821,-0.074285,-0.0051122
609,0.0039062,0.0,0.0078125,0.063654,0.1032,-0.0027134,0.069736,0.03876,0.021648
610,0.0039062,0.005859399999999999,0.015625,0.2667,-0.0009548,-0.14565,0.24084,0.076007,0.006721899999999999
611,0.0039062,0.005859399999999999,0.015625,0.2859,0.11507,0.048714999999999994,-0.024791,0.16233,-0.034842000000000005
612,0.0078125,0.0039062,0.011719,0.16435999999999998,0.089612,0.043854000000000004,0.14898,0.060257000000000005,0.09521
613,0.0078125,0.0039062,0.015625,-0.072951,0.00021509,0.040484,0.081684,0.0044859999999999995,0.06938
614,0.0078125,0.0039062,0.015625,0.70373,-0.1369,0.17069,0.06539,0.026768,-0.020522
615,0.0039062,0.0039062,0.0,-0.10343,0.046693,0.051341,0.050466000000000004,0.047952,0.0061276
616,0.0078125,0.0078125,0.015625,-0.17584,0.025963,0.060121,0.038222000000000006,0.021522,-0.032427
617,0.0078125,0.0078125,0.015625,0.9155399999999999,-0.1411,0.15853,0.08304199999999999,0.013727000000000001,0.060562
618,0.0078125,0.0039062,0.015625,0.012833,0.23601999999999998,0.1174,0.031181999999999998,-0.032217,-0.021543
619,0.0078125,0.0039062,0.0,0.7488100000000001,-0.36685999999999996,0.020812999999999998,-0.030813999999999998,0.029032,0.0084096
620,0.0078125,0.0039062,0.0,0.45175,0.026114,0.12357,0.067022,0.094802,0.044424
621,0.0078125,0.0039062,0.0,0.74892,-0.09027,0.19823,0.11888,0.081097,0.026101999999999997
622,0.0039062,0.0039062,0.0078125,0.16419,0.06787699999999999,0.051864999999999994,-0.015364,0.030039999999999997,0.0028293000000000003
623,0.0078125,0.0078125,0.0078125,-0.15787,0.030266,0.057694,0.06311,0.0068363,-0.0078447
624,0.0039062,0.0,0.011719,0.39898,0.037386,-0.046662,0.071139,-0.0083741,0.037658
625,0.0039062,0.0039062,0.0039062,-0.091032,0.037399,0.05984,0.055415,0.030900999999999998,-0.012116
626,0.0039062,0.0039062,0.015625,0.052217999999999994,0.040675,-0.010612,0.034225,0.018596,0.030329000000000002
627,0.0039062,0.0039062,0.015625,0.44558000000000003,-0.011748999999999999,0.1175,0.020584,0.052614,0.07130299999999999
628,0.011719,0.0039062,0.015625,-0.09615399999999999,0.018066,0.05471,0.055907000000000005,0.042476,0.0080554
629,0.0,0.0,0.0078125,0.54359,0.0078145,0.12541,0.06688200000000001,0.095342,0.037161
630,0.0039062,0.0,0.0078125,0.28436999999999996,0.005514,0.10062,0.0024785,0.028926,-0.00164
631,0.0039062,0.0039062,0.0078125,-0.14056,0.035835000000000006,0.044860000000000004,-0.008776299999999999,-0.009817900000000001,0.043769999999999996
632,0.0039062,0.0039062,0.0078125,0.56597,0.024925,0.08704400000000001,-0.008597200000000001,-0.036839,-0.041593
633,0.0039062,0.0078125,0.0,0.040662000000000004,0.11044000000000001,0.024912,0.060222000000000005,0.030708999999999997,-0.0060333
634,0.0039062,0.0078125,0.0,0.64331,0.11539,0.10212,0.038047000000000004,0.060612,0.040973
635,0.015625,0.0039062,0.0078125,0.051567999999999996,-0.032494999999999996,0.050539,0.013184999999999999,0.05099,0.040602
636,0.015625,0.0039062,0.0078125,0.82929,-0.10386,0.091847,-0.016261,0.11139,0.06054
637,0.015625,0.0039062,0.0078125,0.58073,0.016206,-0.05954500000000001,0.072491,0.048141,0.059686
638,0.023438,0.023438,0.039062,0.25443000000000005,0.050827,0.15717,-0.020738,0.050328,0.0032031
639,0.023438,0.023438,0.039062,0.46758999999999995,-0.020712,0.12335,0.031258999999999995,0.061878999999999997,-0.0084978
640,0.023438,0.023438,0.039062,0.8921100000000001,-0.075306,-0.010708,0.076977,-0.011798000000000001,0.018201
641,0.0039062,0.011719,0.0039062,0.42339,-0.025599,0.062424,-0.011715,-0.034234,-0.035163
642,0.0039062,0.011719,0.0039062,0.35697,0.13371,0.069314,0.049448,0.1831,0.081841
643,0.0078125,0.0078125,0.0078125,0.50074,0.06116799999999999,0.14355,0.057008,0.00043638,0.004338
644,0.0078125,0.0078125,0.0078125,0.75259,0.02286,0.14573,0.15663,-0.066272,-0.044101
645,0.011719,0.0,0.0078125,-0.057495000000000004,0.045631,0.088532,0.039244,-0.015096,-0.028926
646,0.0039062,0.0,0.0078125,-0.021137,0.13129000000000002,0.037620999999999995,0.028717000000000003,0.00049719,0.028425
647,0.005859399999999999,0.0,0.0,0.086108,0.068968,0.020954,0.069509,0.043167000000000004,0.033113
648,0.0078125,0.0078125,0.0078125,-0.032687,0.043919,0.016471,0.021144,0.013249,-0.0057431
649,0.0078125,0.0078125,0.0078125,0.8950600000000001,0.089658,0.1043,0.00058655,0.06679299999999999,-0.023117
650,0.0078125,0.011719,0.0,-0.04471,0.048622000000000005,0.057286000000000004,0.056036,0.077171,-0.0056399
651,0.0039062,0.0078125,0.0,0.31805,-0.014543,-0.011359999999999999,0.08809600000000001,-0.06701499999999999,0.011867
652,0.0039062,0.0,0.0078125,0.63121,-0.19604000000000002,0.10665999999999999,0.12397000000000001,-0.0063662,0.054873000000000005
653,0.015625,0.015625,0.019531,-0.20676,0.14256,-0.017844,-0.0050826,0.013559,0.020340999999999998
654,0.0078125,0.0039062,0.0078125,-0.07763400000000001,0.0066187,0.1091,0.038133,0.022219,-0.00065543
655,0.0039062,0.0019531,0.013672,-0.052702,0.050616,0.070292,0.027062,-0.005612600000000001,0.034096
656,0.0078125,0.0078125,0.0078125,-0.11742999999999999,0.031116,0.12470999999999999,-0.015090000000000001,-0.063723,0.079639
657,0.0078125,0.0039062,0.009765600000000001,0.076182,0.022862,0.023718,0.0099257,-0.061546000000000003,-0.021976
658,0.0039062,0.011719,0.0078125,0.27176,0.12415999999999999,0.17857,0.19015,-0.17935,-0.052627
659,0.0078125,0.0039062,0.0078125,-0.054301,0.031506,0.057437,0.026702999999999998,0.005642,0.02599
660,0.0078125,0.0039062,0.0078125,0.83173,0.050056,0.17825,0.033871,0.050518,0.05454199999999999
661,0.0078125,0.0039062,0.0078125,0.40216,0.060561000000000004,0.11585999999999999,0.016059999999999998,0.029320999999999996,-0.021417
662,0.0078125,0.0039062,0.0078125,0.74644,-0.08251900000000001,0.10547000000000001,-0.00054687,0.023408,-0.048951
663,0.0078125,0.0039062,0.0078125,0.34093,0.08996799999999999,0.083231,0.089269,0.0036201999999999996,-0.019011
664,0.0078125,0.0039062,0.015625,0.036225,0.11155,0.11473,0.048823000000000005,-0.043963,0.0052333
665,0.0078125,0.0078125,0.015625,0.034254,0.07700900000000001,0.044360000000000004,0.0098928,0.037154,0.032671
666,0.0039062,0.0078125,0.0039062,0.28463,0.063459,0.0094459,-0.0020442,0.027042,0.15157
667,0.0078125,0.011719,0.011719,0.1512,-0.06705,0.023398,0.027725,0.016173,-0.017634999999999998
668,0.0078125,0.0,0.015625,0.20486,-0.095559,0.11724000000000001,-0.032826999999999995,0.020987000000000002,-0.045869
669,0.0078125,0.0078125,0.0078125,-0.13117,0.08215700000000001,0.05134,0.035222,0.031081,-0.019569
670,0.0078125,0.0,0.0078125,-0.11412,0.050391000000000005,0.077462,0.053520000000000005,0.022525,-0.0080976
671,0.0078125,0.0078125,0.0078125,0.7444,-0.10724000000000002,0.11141,0.24351,-0.17455,0.011717
672,0.0078125,0.011719,0.046875,0.078061,0.083452,0.084638,0.11619000000000002,-0.10457000000000001,0.043388
673,0.005859399999999999,0.015625,0.0,-0.1451,0.045755000000000004,0.044039999999999996,0.035364,0.031454,0.0071788
674,0.0078125,0.0039062,0.0078125,0.29711,-0.010232999999999999,0.074249,0.00063926,0.0084385,0.10293
675,0.015625,0.0039062,0.0078125,-0.041097,0.16158,-0.059022000000000005,0.037919,0.062955,-0.011009999999999999
676,0.0078125,0.0078125,0.0039062,-0.093519,0.014743000000000001,0.065261,0.054359000000000005,0.017675,0.0037963000000000003
677,0.011719,0.0078125,0.0078125,-0.12637,0.049763999999999996,0.074183,0.027895999999999997,0.0032005000000000002,0.042624
678,0.0078125,0.0078125,0.03125,0.071485,0.05800399999999999,-0.016444999999999998,0.038423,0.013686000000000002,-0.0015490999999999999
679,0.0039062,0.0078125,0.0078125,0.6463,-0.22979000000000002,0.035555,0.065466,0.093275,-0.014965000000000001
680,0.0019531,0.0078125,0.0078125,-0.06702999999999999,0.026432,0.016556,0.046379000000000004,0.029764999999999996,-0.0096852
681,0.011719,0.015625,0.015625,0.018436,0.090337,0.025,0.069909,0.036682,0.030693
682,0.0039062,0.015625,0.0039062,-0.19859000000000002,0.062488999999999996,0.055497000000000005,0.031760000000000004,0.018928,-0.012291
683,0.005859399999999999,0.0039062,0.015625,0.86587,0.02732,0.32008000000000003,0.1468,0.056512,0.11005999999999999
684,0.005859399999999999,0.0039062,0.015625,0.077561,-0.017343,-0.033899,0.07941000000000001,-0.034243,0.061405999999999995
685,0.011719,0.011719,0.015625,-0.10252,0.10339000000000001,0.08026699999999999,0.030543999999999998,0.036203,0.0013089
686,0.011719,0.011719,0.015625,0.77069,-0.099137,0.11899000000000001,0.14401,0.075874,-0.083375
687,0.0078125,0.0039062,0.013672,-0.16989,0.049878,0.063181,0.020625,0.005235,-0.0012495
688,0.0078125,0.0039062,0.0078125,-0.14767,0.058321000000000005,0.035071,0.089137,0.038056,-0.03386
689,0.0039062,0.0039062,0.0078125,-0.11674000000000001,0.02105,0.063149,0.047461,0.017285,0.0095245
690,0.011719,0.0039062,0.011719,0.11224,0.042608,0.01541,0.052660000000000005,0.0707,-0.014908000000000001
691,0.0039062,0.0019531,0.011719,-0.10175,0.025807,0.079526,0.045641,0.0068649,0.0021152
692,0.0039062,0.0019531,0.011719,0.17429,0.070075,0.039471,0.068252,0.09605599999999999,0.0026463000000000003
693,0.0039062,0.0019531,0.011719,0.063661,0.12025999999999999,0.067122,0.12932000000000002,0.02232,0.020427
694,0.0039062,0.0019531,0.011719,0.47481,0.24585,0.1078,0.077048,0.08390800000000001,0.054804
695,0.0039062,0.0019531,0.011719,0.06834900000000001,0.089611,0.16691,0.068686,0.14612,0.10661
696,0.0078125,0.0039062,0.013672,-0.10474000000000001,0.040308,0.075705,0.043576,0.0031111999999999997,0.030911
697,0.011719,0.0039062,0.015625,-0.080752,0.035654000000000005,0.097913,0.043766,0.01877,-0.0083518
698,0.0078125,0.0078125,0.015625,-0.046369,0.038592,0.072703,0.05479,0.027968,0.0017155999999999999
699,0.011719,0.0039062,0.015625,0.28326999999999997,-0.0091832,0.049842000000000004,-0.035735,0.08159,-0.06957100000000001
700,0.0039062,0.011719,0.0078125,-0.044592,0.12384,0.088902,0.027877,0.032163,0.055198000000000004
701,0.011719,0.0078125,0.0078125,0.20158,0.13302,0.050568,-0.042101,0.011969,0.052530999999999994
702,0.0039062,0.0078125,0.0078125,0.23603000000000002,-0.052405999999999994,0.10502,0.13130999999999998,0.005913,-0.04757
703,0.011719,0.0039062,0.0078125,-0.21293,0.084218,0.024653,-0.017797999999999998,-0.009734200000000002,0.006818899999999999
704,0.0078125,0.0039062,0.0039062,0.038860000000000006,-0.019584,0.045258,0.029758,0.043449,-0.018516
705,0.0078125,0.0039062,0.0039062,0.75458,-0.16101,0.14434,0.11517000000000001,-0.057053,0.020024
706,0.0039062,0.0,0.0078125,-0.038418,0.10192999999999999,0.06906,0.034277999999999996,0.041425,0.014713999999999998
707,0.0039062,0.0,0.0078125,0.37658,0.20481,0.11348,0.089626,0.061755,0.08774
708,0.011719,0.0039062,0.015625,-0.12043,0.076889,0.089451,0.028301,0.0047855,-0.0032778
709,0.011719,0.0039062,0.015625,0.53346,0.21806,0.12455,0.068448,-0.051055,0.05413300000000001
710,0.0078125,0.011719,0.0078125,-0.14282999999999998,0.039939999999999996,0.057067999999999994,0.047749,0.030808999999999996,-0.022165
711,0.0078125,0.0078125,0.015625,-0.17002,0.065612,0.033661,0.0078732,0.01028,0.018424
712,0.0039062,0.0019531,0.0078125,0.67535,-0.16744,0.021303,0.007912100000000002,0.025396000000000002,0.06719299999999999
713,0.0039062,0.0019531,0.0078125,0.64869,0.054541,0.091613,0.027627999999999996,0.043321,0.037343
714,0.0039062,0.0039062,0.0078125,-0.084832,0.035657999999999995,0.056091999999999996,0.043372,-0.0054357,0.11133
715,0.0039062,0.0039062,0.011719,-0.11058,0.047287,0.07939,0.034555,-0.01082,-0.045704
716,0.0078125,0.0039062,0.015625,-0.1968,0.094721,-0.015878,0.047086,0.044663,-0.012532
717,0.0,0.0039062,0.013672,0.60677,-0.11590999999999999,0.32032,0.15429,0.0038588999999999997,-0.015809
718,0.0,0.0039062,0.013672,0.53241,0.044117,-0.013305,0.029331,0.075836,0.042388
719,0.011719,0.011719,0.0078125,-0.12705,-0.023901,0.035143,0.054482,0.032764999999999996,0.0015686
720,0.0039062,0.015625,0.03125,-0.091425,0.055908000000000006,0.068825,0.041906,0.0051513999999999996,0.035588999999999996
721,0.0039062,0.015625,0.03125,0.9021299999999999,-0.042964999999999996,0.19346,-0.05471,0.13683,0.037117000000000004
722,0.0039062,0.0,0.015625,-0.11700999999999999,0.056670000000000005,0.027636,0.10029,0.041566000000000006,-0.0080058
723,0.0039062,0.0,0.015625,0.46258999999999995,0.11997999999999999,0.065691,0.08181000000000001,0.070341,-0.016374
724,0.011719,0.0039062,0.0039062,-0.19673,0.10347,0.0049235,0.031833999999999994,0.027995,0.022345
725,0.011719,0.011719,0.0039062,0.14505,-0.11347,-0.0080824,0.043279000000000005,-0.029469,0.05266799999999999
726,0.0078125,0.0,0.0078125,-0.095317,0.07485599999999999,0.067484,0.038979,0.027027,0.011023
727,0.0078125,0.0,0.0078125,-0.10345,0.040282,0.095291,-0.010297,-0.051007,0.11255
728,0.011719,0.009765600000000001,0.0039062,-0.10394,0.046941000000000004,0.067535,0.019249000000000002,-0.008628299999999998,0.020411000000000002
729,0.011719,0.009765600000000001,0.0039062,0.32603000000000004,0.11317,0.078628,0.081166,0.052554,0.0035202
730,0.0078125,0.0078125,0.011719,-0.10019,0.037135,0.082197,0.055978,0.056018,-0.010801999999999999
731,0.0078125,0.0078125,0.011719,0.72924,0.10772999999999999,0.034067,0.04724,0.096557,-0.0061316
732,0.0078125,0.015625,0.0,0.060384,-0.089331,0.074487,-0.017516,0.052801999999999995,0.032817
733,0.0078125,0.0078125,0.0039062,0.045024,0.08733400000000001,0.24835,0.051858,0.062019000000000005,0.078282
734,0.011719,0.0039062,0.0078125,-0.08309,0.0037611,0.062112,0.051427999999999995,0.037985000000000005,0.0030924
735,0.011719,0.0,0.015625,-0.098409,0.022127,0.10263,0.058789999999999995,0.021509,-0.0055494
736,0.0039062,0.0,0.0078125,0.070444,0.041625999999999996,0.026445999999999997,0.083869,0.0012013,0.016808
737,0.0039062,0.0039062,0.019531,-0.16582,0.011729999999999999,0.082714,0.065712,0.029833,-0.01709
738,0.0039062,0.0078125,0.0078125,0.4025,-0.046269,0.08942699999999999,0.08905199999999999,-0.057505999999999995,-0.0065444000000000006
739,0.0039062,0.0039062,0.015625,-0.1057,0.008237000000000001,0.079682,0.049625,0.012402,0.030599
740,0.015625,0.015625,0.078125,0.28765999999999997,-0.089185,0.001051,0.11448,-0.040299,0.1367
741,0.0078125,0.015625,0.0,0.16732,-0.1137,0.14825,0.10843,0.0063698,0.065423
742,0.0078125,0.0039062,0.0078125,0.1378,0.17210999999999999,-0.011045000000000001,0.00047782,-0.0047797,-0.035102999999999995
743,0.011719,0.0078125,0.03125,0.057180999999999996,-0.10935999999999998,-0.003593,0.046682,0.040855,-0.059584000000000005
744,0.0078125,0.0,0.0039062,0.17178,-0.05438,0.087824,0.13480999999999999,0.012440999999999999,0.029580000000000002
745,0.0078125,0.0039062,0.015625,-0.10878,0.060926,0.07849199999999999,0.038217,0.0045934,0.020215
746,0.0078125,0.0039062,0.015625,0.10937000000000001,-0.023566,0.049201,0.062796,0.070126,-0.010813
747,0.011719,0.0039062,0.0,-0.028974,0.09047100000000001,-0.010907,0.056815,0.030224,0.075931
748,0.0078125,0.0078125,0.0078125,-0.11482,0.068552,0.07635,0.035016000000000005,0.012361,0.008379799999999998
749,0.0078125,0.0039062,0.0,0.50074,-0.28294,0.21988000000000002,0.19295,-0.048599,-0.032333999999999995
750,0.0078125,0.0039062,0.0,0.73417,-0.012062,-0.024138,0.018522999999999998,0.17232,-0.027273000000000002
751,0.0078125,0.0039062,0.0,0.54376,-0.1109,0.13447,0.068615,0.010648000000000001,0.040266
752,0.0078125,0.0078125,0.0,-0.16639,0.068423,0.046572,0.02554,0.010759000000000001,-0.0018609000000000002
753,0.011719,0.0078125,0.0039062,0.50694,0.041280000000000004,0.17162,0.13345,0.10948,0.058876
754,0.011719,0.0078125,0.0039062,0.15718,0.20067000000000002,0.18742,0.049295,0.045031,-0.007650700000000001
755,0.0039062,0.0,0.0078125,-0.10073,-0.1374,0.0051102,-0.015517,0.010338,-0.017797999999999998
756,0.0078125,0.0039062,0.0078125,-0.071917,0.061578999999999995,0.022177000000000002,0.041314,0.06617999999999999,-0.038935000000000004
757,0.0078125,0.0039062,0.0078125,0.30141,0.18133,0.1372,0.15838,0.11911,0.051257000000000004
758,0.0,0.0078125,0.0078125,-0.087758,0.097411,0.036497,0.03745,0.023933000000000003,0.015378999999999999
759,0.011719,0.0039062,0.015625,-0.028428,0.080401,0.14537,-0.041979,0.039019,0.030964
760,0.0039062,0.0039062,0.015625,0.24854,0.12549000000000002,0.036837,0.016355,0.023984000000000002,0.052283
761,0.0039062,0.0039062,0.015625,0.22074000000000002,-0.13752999999999999,0.16096,0.023386,0.12605999999999998,0.027982
762,0.0078125,0.0039062,0.019531,-0.15035,0.025755,0.043549000000000004,0.038285,0.042276,0.022993
763,0.0039062,0.0,0.0078125,-0.06556000000000001,-0.022459,-0.023562,0.021809000000000002,0.030392000000000002,0.058841
764,0.0039062,0.0,0.015625,0.51522,0.037475,0.19372,0.14407,-0.065979,0.1043
765,0.0039062,0.015625,0.0039062,-0.20381,0.035927,0.054264,0.0038481,0.05465,-0.080002
766,0.0039062,0.015625,0.0039062,0.41953999999999997,-0.00015057,0.15327000000000002,0.10948,0.079439,-0.016843
767,0.015625,0.023438,0.015625,-0.061970000000000004,0.025146,-0.043738,-0.022758,0.060110000000000004,0.058312
768,0.0078125,0.0078125,0.0078125,-0.089245,0.058726,0.046079,0.028461,0.0012125999999999999,0.022511
769,0.0078125,0.0078125,0.0078125,0.31556999999999996,0.20207999999999998,0.09252200000000001,0.10477,0.042742,0.037007
770,0.0078125,0.0078125,0.0078125,0.266,0.093142,0.15758,0.048727,0.08686,0.039525
771,0.0078125,0.0078125,0.0078125,0.71487,0.008894599999999999,0.032501999999999996,0.11554,-0.0605,0.020072
772,0.0078125,0.011719,0.023438,-0.1719,0.10612,0.0078639,0.042577,0.024799,-0.010131999999999999
773,0.0078125,0.011719,0.023438,0.22341,0.094078,0.11312,0.11804,0.11935,0.030442
774,0.0078125,0.011719,0.023438,0.6388,-0.032396,0.17131,0.098364,0.05127,0.062722
775,0.0078125,0.011719,0.023438,0.57238,0.075685,0.019397,-0.00039657,0.066725,-0.025112
776,0.0039062,0.0039062,0.015625,-0.094052,0.043595,0.06965199999999999,0.023371,-0.009168,0.010916
777,0.0039062,0.0039062,0.011719,-0.13464,0.071879,0.088521,0.029013999999999998,-0.016799,0.039587
778,0.0078125,0.0019531,0.011719,0.2649,-0.1073,0.05675499999999999,0.11899000000000001,-0.027507999999999998,0.18191
779,0.0039062,0.015625,0.0039062,0.46921999999999997,0.0057228999999999995,0.11572,0.07720199999999999,0.001562,-0.0040505
780,0.005859399999999999,0.0019531,0.009765600000000001,0.41157,-0.025719,0.015419,-0.066083,0.010362,0.09159400000000001
781,0.0078125,0.0078125,0.0,-0.028014999999999998,0.030055000000000002,-0.0082106,-0.0065542000000000005,-0.021523,0.013996999999999999
782,0.0039062,0.015625,0.0039062,0.3097,0.10185,0.030507,0.015102,0.060324,0.046161
783,0.015625,0.015625,0.0039062,0.017098,-0.056587,0.11742999999999999,0.09084400000000001,-0.071225,0.13274
784,0.0078125,0.0078125,0.0,-0.097169,0.040007999999999995,0.09081900000000001,0.03261,-0.0037643999999999998,0.027717000000000002
785,0.0078125,0.0078125,0.015625,-0.087484,0.029833999999999996,0.05685,0.052171,0.044032999999999996,-0.0026320999999999996
786,0.0078125,0.0078125,0.015625,0.24971,0.10947,0.15114,-0.06369,0.086855,0.11095
787,0.0078125,0.0078125,0.015625,0.065708,0.043233,0.045291000000000005,0.11250999999999999,0.019197,0.039070999999999995
788,0.0039062,0.0,0.011719,0.069715,-0.021283,0.041604,0.049127,0.018001,-0.016699000000000002
789,0.0078125,0.0039062,0.0078125,1.0152,-0.53293,0.35244000000000003,0.13722,-0.026105,0.047104
790,0.0078125,0.0039062,0.0078125,0.53481,0.046232999999999996,0.12893,0.06735,0.10561,0.056955
791,0.0078125,0.0039062,0.0078125,-0.15370999999999999,0.032273,0.063624,0.049076,0.025584,-0.007004000000000001
